Time,N°survey,N°sighting,Date,Lat N,Long E,Species,Set,N° animal,A,J,C,Other species,Boat,S,Se,HSB,FB,Fe,T,Dist from boat,Speed boat,Our boat dist,BEARING,Direction ,Reaction ,Dolphin speed,Diving time,Movement formation,State ,Event,Category ,Note,Stratum
11:08,2,1,18.02.2016,NO GPS,NO GPS,DD,1,12,9,3,0,"Yellow leg, Shearwater",0,0,0,0,0,0,0,/,/,30,280,/,NEG,NA,/,TI,SU-F,/,F,group of juvenile,Random Pyth to Marathokampos
11:13,2,1,18.02.2016,/,/,DD,1,12,9,3,0,"Yellow leg, Shearwater",0,0,0,0,0,0,0,/,/,50,330,/,NEU,NA,/,TI,SU-F,/,F,group of juvenile,Random Pyth to Marathokampos
11:18,2,1,18.02.2016,/,/,DD,1,12,9,3,0,"Yellow leg, Shearwater",0,0,0,0,0,0,0,/,/,100,270,/,NEU,NA,NA,TI,TR,/,TR,group of juvenile,Random Pyth to Marathokampos
11:23,2,1,18.02.2016,/,/,DD,1,12,9,3,0,"Yellow leg, Shearwater",0,0,0,0,0,0,0,/,/,10,270,/,POS,NA,NA,SP,"D,TR",BU,TR,group of juvenile,Random Pyth to Marathokampos
11:28,2,1,18.02.2016,/,/,DD,1,12,9,3,0,"Yellow leg, Shearwater",0,0,0,0,0,0,0,/,/,10,270,/,POS,NA,/,SP,TR,/,TR,group of juvenile,Random Pyth to Marathokampos
13:55,2,2,18.02.2016,NO GPS,NO GPS,UND,1,3,3,0,0,/,0,0,0,0,0,0,0,/,/,20,330,/,NEG,NA,/,FR,TR,/,TR,,Random Pyth to Marathokampos
14:17,2,3,18.02.2016,NO GPS,NO GPS,DD,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,0,0,/,POS,NA,/,FR,UND,/,UND,,Random Pyth to Marathokampos
14:22,2,3,18.02.2016,/,/,DD,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,10,270,/,POS,NA,/,LI,TR,/,TR,,Random Pyth to Marathokampos
14:27,2,3,18.02.2016,/,/,DD,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,20,30,/,POS,NA,/,LI,Re,/,S,,Random Pyth to Marathokampos
6:47,6,4,03.03.2016,NO GPS,NO GPS,DD,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,500,0,/,NEU,NA,NA,SP,D,/,F,,Random to Samiopoula
6:52,6,4,03.03.2016,/,/,DD,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,50,60,/,NEG,NA,NA,SP,D,/,F,,Random to Samiopoula
6:57,6,4,03.03.2016,/,/,DD,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,400,270,/,NEU,NA,NA,FR,D,/,F,,Random to Samiopoula
7:02,6,4,03.03.2016,/,/,DD,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,30,60,/,NEU,NA,/,SP,SU-F,/,F,,Random to Samiopoula
7:07,6,4,03.03.2016,/,/,DD,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,30,270,/,NEU,NA,/,SP,SU-F,2B,F,,Random to Samiopoula
7:12,6,4,03.03.2016,/,/,DD,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,100,270,/,NEU,NA,/,SP,SU-F,/,F,,Random to Samiopoula
7:19,6,4,03.03.2016,/,/,DD,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,0,0,/,NEG,NA,/,LI,TR,/,TR,,Random to Samiopoula
10:03,6,5,03.03.2016,NO GPS,NO GPS,UND,1,1,1,0,0,/,0,0,0,0,0,0,0,/,/,300,0,/,NEU,NA,NA,AL,"TR,D",/,TR,,Random to Samiopoula
10:14,6,6,03.03.2016,NO GPS,NO GPS,DD,1,12,12,0,0,/,0,0,0,0,0,0,0,/,/,50,30,/,POS,NA,/,LI,TR,/,TR,,Random to Samiopoula
10:19,6,6,03.03.2016,/,/,DD,1,12,12,0,0,/,0,0,0,0,0,0,0,/,/,70,60,/,POS,NA,/,SP,Mi,2Ma,Mi,,Random to Samiopoula
10:24,6,6,03.03.2016,/,/,DD,1,12,12,0,0,/,0,0,0,0,0,0,0,/,/,150,90,/,NEU,NA,/,SP,TR,/,TR,,Random to Samiopoula
10:30,6,6,03.03.2016,/,/,DD,1,12,12,0,0,/,0,0,0,0,0,0,0,/,/,200,270,/,NEU,NA,NA,SP,D,/,TR,,Random to Samiopoula
10:35,6,6,03.03.2016,/,/,DD,1,12,12,0,0,/,0,0,0,0,0,0,0,/,/,300,240,/,NEU,NA,/,SP,Re,/,Re,,Random to Samiopoula
10:40,6,6,03.03.2016,NO GPS,NO GPS,DD,1,12,12,0,0,/,0,0,0,0,0,0,0,/,/,150,300,/,NEU,NA,/,SP,Re,/,Re,,Random to Samiopoula
10:45,6,6,03.03.2016,/,/,DD,1,12,12,0,0,/,0,0,0,0,0,0,0,/,/,0,0,/,POS,NA,/,SP,Re,/,Re,,Random to Samiopoula
11:44,6,7,03.03.2016,NO GPS,NO GPS,TT,1,7,6,1,0,/,0,0,0,0,0,0,0,/,/,50,330,/,NEG,NA,/,SP,TR,/,TR,,Random to Samiopoula
11:49,6,7,03.03.2016,/,/,TT,1,7,6,1,0,/,0,0,0,0,0,0,0,/,/,100,270,/,NEU,NA,NA,SP,D,/,TR,,Random to Samiopoula
11:51,6,7,03.03.2016,/,/,TT,1,7,6,1,0,shearwater,0,0,0,0,0,0,0,/,/,500,270,/,NEU,f,/,SP,TR,/,TR,,Random to Samiopoula
11:54,6,7,03.03.2016,/,/,TT,1,7,6,1,0,/,0,0,0,0,0,0,0,/,/,10,270,/,NEU,NA,NA,SP,D,/,TR,,Random to Samiopoula
11:56,6,7,03.03.2016,/,/,TT,1,7,6,1,0,/,0,0,0,0,0,0,0,/,/,50,270,/,NEU,NA,NA,SP,"TR,D",/,TR,,Random to Samiopoula
12:01,6,7,03.03.2016,/,/,TT,1,7,6,1,0,/,0,0,0,0,0,0,0,/,/,300,60,/,NEU,NA,NA,SP,"TR,D",/,TR,,Random to Samiopoula
12:23,6,8,03.03.2016,NO GPS,NO GPS,TT,1,1,1,0,0,/,0,0,0,0,0,0,0,/,/,70,30,/,NEU,NA,NA,AL,D,/,TR,,Random to Samiopoula
12:38,6,9,03.03.2016,NO GPS,NO GPS,DD,1,4,3,1,0,/,0,0,0,0,0,0,0,/,/,UND,210,/,NEU,f,/,FR,TR,/,TR,,Random to Samiopoula
12:59,6,9,03.03.2016,/,/,DD,1,4,3,1,0,/,0,0,0,0,0,0,0,/,/,50,60,/,POS,NA,NA,SP,D,/,TR,,Random to Samiopoula
13:04,6,9,03.03.2016,/,/,DD,1,4,3,1,0,/,0,0,0,0,0,0,0,/,/,30,270,/,NEU,NA,NA,SP,D,/,TR,,Random to Samiopoula
13:09,6,9,03.03.2016,/,/,DD,1,4,3,1,0,/,0,0,0,0,0,0,0,/,/,10,270,/,POS,NA,NA,FR,D,/,TR,,Random to Samiopoula
13:14,6,9,03.03.2016,/,/,DD,1,4,3,1,0,/,0,0,0,0,0,0,0,/,/,100,90,/,NEU,NA,NA,SP,D,/,TR,,Random to Samiopoula
13:31,15,10,01.04.2016,NO GPS,NO GPS,DD,1,22,12,10,0,/,0,0,0,0,0,0,0,/,/,800,0,/,NEU,f,/,SP,TR,/,TR,,Random to Samiopoula
13:36,15,10,01.04.2016,/,/,DD,1,22,12,10,0,/,0,0,0,0,0,0,0,/,/,1000,0,/,NEU,NA,NA,SP,"TR,D","1 SH, 1 FL",TR,,Random to Samiopoula
13:41,15,10,01.04.2016,/,/,DD,1,22,12,10,0,/,0,0,0,0,0,0,0,/,/,150,0,/,POS,NA,/,SP,Mi,"1 BU, 2 BR",Mi,,Random to Samiopoula
13:46,15,10,01.04.2016,/,/,DD,1,22,12,10,0,/,0,0,0,0,0,0,0,/,/,20,120,/,POS,NA,/,SP,So,1 FL,So,,Random to Samiopoula
13:51,15,10,01.04.2016,/,/,DD,1,22,12,10,0,/,0,0,0,0,0,0,0,/,/,50,90,/,POS,NA,/,SP,TR,1 BU,TR,,Random to Samiopoula
13:56,15,10,01.04.2016,/,/,DD,1,22,12,10,0,/,0,0,0,0,0,0,0,/,/,50,180,/,NEU,NA,/,SP,So,"1 BU, 1 FL",So,,Random to Samiopoula
14:01,15,10,01.04.2016,/,/,DD,1,22,12,10,0,/,0,0,0,0,0,0,0,/,/,150,90,/,NEU,NA,/,SP,Mi,4 FL,Mi,,Random to Samiopoula
14:06,15,10,01.04.2016,/,/,DD,1,22,12,10,0,/,0,0,0,0,0,0,0,/,/,0,0,/,POS,NA,/,SP,So,2 FL,So,,Random to Samiopoula
14:11,15,10,01.04.2016,/,/,DD,1,22,12,10,0,/,0,0,0,0,0,0,0,/,/,0,0,/,POS,NA,/,SP,So,"1 TS, 1 FL",So,,Random to Samiopoula
7:24,17,11,07.04.2016,NO GPS,NO GPS,DD,1,4,3,1,0,/,0,0,0,0,0,0,0,/,/,700,330,/,NEU,f,/,LI,TR,/,TR,,Random to Samiopoula
7:33,17,11,07.04.2016,/,/,DD,1,4,3,1,0,/,0,0,0,0,2,0,0,2FBF,NA,300,270,/,NEG,NA,/,SP,TR,/,TR,,Random to Samiopoula
7:38,17,11,07.04.2016,/,/,DD,1,4,3,1,0,/,0,0,0,0,2,0,0,2FBF,NA,500,180,/,NEU,NA,/,SP,Mi,/,Mi,,Random to Samiopoula
7:39,17,11,07.04.2016,/,/,DD,1,4,3,1,0,/,0,0,0,0,2,0,0,2FBF,NA,50,270,/,NEG,NA,/,AL,TR,/,TR,,Random to Samiopoula
8:00,17,12,07.04.2016,NO GPS,NO GPS,DD,1,5,5,0,0,/,0,0,0,0,0,0,0,/,/,1000,300,/,NEU,f,/,AL,TR,/,TR,,Random to Samiopoula
8:05,17,12,07.04.2016,/,/,DD,1,5,5,0,0,/,0,0,0,0,0,0,0,/,/,600,0,/,NEU,NA,/,SP,TR,/,TR,,Random to Samiopoula
8:08,17,13,07.04.2016,/,/,DD,1,12,7,5,0,/,0,0,0,0,0,0,0,/,/,1000,0,/,NEU,NA,/,SP,SU-F,/,F,,Random to Samiopoula
8:10,17,13,07.04.2016,NO GPS,NO GPS,DD,1,12,7,5,0,/,0,0,0,0,0,0,0,/,/,500,0,/,NEU,NA,/,LI,SU-F,2B,F,,Random to Samiopoula
8:15,17,13,07.04.2016,/,/,DD,1,12,7,5,0,/,0,0,0,0,0,0,0,/,/,20,30,/,NEU,NA,/,SP,Mi,/,Mi,,Random to Samiopoula
8:20,17,13,07.04.2016,/,/,DD,1,12,7,5,0,/,0,0,0,0,0,0,0,/,/,400,330,/,NEU,NA,/,FR,TR,/,TR,,Random to Samiopoula
8:25,17,13,07.04.2016,/,/,DD,1,12,7,5,0,/,0,0,0,0,0,0,0,/,/,10,180,/,NEU,NA,/,LI,SU-F,2B,F,,Random to Samiopoula
8:30,17,13,07.04.2016,/,/,DD,1,12,7,5,0,/,0,0,0,0,0,0,0,/,/,30,0,/,NEU,NA,/,SP,SU-F,3B,F,,Random to Samiopoula
8:35,17,13,07.04.2016,/,/,DD,1,12,7,5,0,/,0,0,0,0,0,0,0,/,/,700,240,/,NEU,NA,/,SP,Mi,/,Mi,,Random to Samiopoula
8:46,17,14,07.04.2016,NO GPS,NO GPS,UND,1,1,1,0,0,/,2,0,0,0,2,0,0,2FBF,NA,200,330,/,NEG,NA,/,AL,TR,/,TR,,Random to Samiopoula
6:37,20,15,14.04.2016,37.769208,27.069842,UND,1,5,4,1,0,/,0,0,0,1,0,0,0,1HSBM,NA,30,90,/,NEG,NA,/,SP,TR,/,TR,,Random to Samiopoula
12:18,21,16,14.04.2016,NO GPS,NO GPS,DD,1,5,4,1,0,/,0,0,0,0,0,0,0,/,/,20,330,/,POS,NA,/,SP,TR,1BR,TR,,Random to Samiopoula
12:23,21,16,14.04.2016,/,/,DD,1,5,4,1,0,/,0,0,0,0,0,0,0,/,/,30,330,/,NEG,NA,/,SP,TR,/,TR,,Random to Samiopoula
12:28,21,16,14.04.2016,/,/,DD,1,5,4,1,0,/,0,0,0,0,0,0,0,/,/,20,330,/,POS,NA,/,SP,TR,1BR,TR,,Random to Samiopoula
12:33,21,16,14.04.2016,/,/,DD,1,5,4,1,0,/,0,0,0,0,0,0,0,/,/,60,330,/,NEG,NA,/,SP,TR,/,TR,,Random to Samiopoula
13:01,23,16,15.04.2016,37.627047,26.823337,DD,1,15,13,2,0,/,0,0,0,0,0,0,0,/,/,20,90,/,NEU,NA,/,LI,TR,/,TR,,Random to Samiopoula
13:06,23,16,15.04.2016,/,/,DD,1,15,13,2,0,/,0,0,0,0,0,0,0,/,/,20,60,/,NEU,NA,/,SP,TR,1L,TR,,Random to Samiopoula
13:11,23,16,15.04.2016,/,/,DD,1,15,13,2,0,/,0,0,0,0,0,0,0,/,/,10,300,/,POS,NA,/,SP,TR,/,TR,,Random to Samiopoula
13:16,23,16,15.04.2016,/,/,DD,1,15,13,2,0,/,0,0,0,0,0,0,0,/,/,100,0,/,NEG,NA,/,SP,TR,/,TR,,Random to Samiopoula
13:21,23,16,15.04.2016,/,/,DD,1,15,13,2,0,/,0,0,0,0,0,0,0,/,/,600,0,/,NEG,NA,/,SP,"TR,D",/,TR,,Random to Samiopoula
6:59,27,17,19.04.2016,37.771663,27.062313,TT,1,2,2,0,0,/,1,0,0,1,0,0,0,NA,/,40,270,/,NEU,NA,/,SP,TR,1BR,TR,,Random to Samiopoula
7:05,27,17,19.04.2016,/,/,TT,1,2,2,0,0,/,0,0,0,0,0,0,0,/,/,60,300,/,NEU,NA,/,SP,TR,/,TR,,Random to Samiopoula
7:10,27,17,19.04.2016,/,/,TT,1,2,2,0,0,/,0,0,0,0,0,0,0,/,/,100,330,/,NEU,NA,/,SP,TR,/,TR,,Random to Samiopoula
17:25,27,18,19.04.2016,37.621575,26.904675,DD,1,4,4,0,0,/,1,0,0,0,0,0,1,1TC,NA,100,30,/,NEU,NA,/,FR,TR,2L,TR,,Random to Samiopoula
17:30,27,18,19.04.2016,/,/,DD,1,4,4,0,0,/,1,0,0,0,0,0,1,1TC,NA,30,270,/,NEG,NA,/,SP,TR,/,TR,,Random to Samiopoula
6:22,30,19,20.04.2016,37.719152,27.073321,UND,1,1,1,0,0,/,2,0,0,0,1,0,1,"1TF,1FBM",NA,300,90,/,NEG,NA,/,AL,TR,1L,TR,,Random to NE Samos
8:37,30,20,20.04.2016,NO GPS,NO GPS,TT,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,400,30,/,NEU,NA,/,SP,Mi,"1L,8Br",Mi,DATA TAKEN FROM GPS- ND FOR MARINE VESSELS,Random to NE Samos
3:42,30,20,20.04.2016,/,/,TT,1,8,7,1,0,/,NA,NA,NA,NA,NA,NA,NA,/,/,100,90,/,NEU,NA,/,UND,UND,/,Mi,DATA TAKEN FROM GPS- ND FOR MARINE VESSELS,Random to NE Samos
8:47,30,20,20.04.2016,/,/,TT,1,8,7,1,0,/,NA,NA,NA,NA,NA,NA,NA,/,/,50,0,/,NEU,NA,/,UND,UND,/,Mi,DATA TAKEN FROM GPS- ND FOR MARINE VESSELS,Random to NE Samos
8:55,30,20,20.04.2016,/,/,TT,1,8,7,1,0,/,NA,NA,NA,NA,NA,NA,NA,/,/,300,30,/,NEU,NA,/,UND,UND,/,TR,DATA TAKEN FROM GPS- ND FOR MARINE VESSELS,Random to NE Samos
9:00,30,20,20.04.2016,/,/,TT,1,8,7,1,0,/,NA,NA,NA,NA,NA,NA,NA,/,/,400,30,/,NEU,NA,/,UND,UND,/,TR,DATA TAKEN FROM GPS- ND FOR MARINE VESSELS,Random to NE Samos
11:15,33,21,22.04.2016,37.63346,26.919202,DD,1,1,1,0,0,/,0,0,0,0,0,0,0,/,/,200,210,/,NEG,NA,/,AL,TR,/,TR,,Random to Samiopoula
14:23,34,22,08.05.2016,37.672684,26.725581,TT,1,12,11,1,0,/,1,0,0,0,0,0,1,1TF,NA,400,210,/,NEU,NA,/,SP,SU-F,"2SH,1B",F,,Random to SW Samos
14:28,34,22,08.05.2016,/,/,TT,1,12,11,1,0,/,1,0,0,0,0,0,1,1TF,NA,100,30,/,POS,NA,/,FR,TR,/,TR,,Random to SW Samos
14:33,34,22,08.05.2016,/,/,TT,1,12,11,1,0,/,1,0,0,0,0,0,1,1TF,NA,0,0,/,POS,NA,/,SP,TR,"1B,1BR",TR,,Random to SW Samos
14:38,34,22,08.05.2016,/,/,TT,1,12,11,1,0,/,1,0,0,0,0,0,1,1TF,NA,100,330,/,NEU,NA,/,SP,TR,4L,TR,,Random to SW Samos
14:43,34,22,08.05.2016,/,/,TT,1,12,11,1,0,/,1,0,0,0,0,0,1,1TF,NA,100,90,/,NEU,NA,/,SP,TR,1L,TR,,Random to SW Samos
14:48,34,22,08.05.2016,/,/,TT,1,12,11,1,0,/,1,0,0,0,0,0,1,1TF,NA,100,270,/,POS,NA,/,SP,TR,/,TR,,Random to SW Samos
14:53,34,22,08.05.2016,/,/,TT,1,12,11,1,0,/,1,0,0,0,0,0,1,1TF,NA,100,270,/,POS,NA,/,SP,TR,/,TR,,Random to SW Samos
14:58,34,22,08.05.2016,/,/,TT,1,12,11,1,0,/,1,0,0,0,0,0,1,1TF,NA,200,300,/,NEU,NA,/,SP,TR,5L,TR,,Random to SW Samos
15:03,34,22,08.05.2016,/,/,TT,1,12,11,1,0,/,1,0,0,0,0,0,1,1TF,NA,500,60,/,NEG,f,/,FR,TR,/,TR,,Random to SW Samos
15:26,34,23,08.05.2016,37.658889,26.73814,TT,1,8,8,0,0,/,1,0,0,0,0,0,1,1TM,NA,300,60,/,NEU,NA,/,SP,TR,1L,TR,,Random to SW Samos
15:28,34,24,08.05.2016,37.666779,26.738362,DD,1,1,1,0,0,/,1,0,0,0,0,0,1,1TM,NA,150,90,/,NEU,NA,NA,AL,D,1L,TR,,Random to Samiopoula
15:31,34,24,08.05.2016,/,/,TT,1,8,8,0,0,/,1,0,0,0,0,0,1,1TM,NA,50,90,/,NEU,NA,NA,SP,"TR,D",/,TR,,Random to Samiopoula
15:36,34,24,08.05.2016,/,/,DD/TT,1,9,9,0,0,/,1,0,0,0,0,0,1,1TM,NA,150,90,/,NEU,NA,/,LI,So,10L,TR,,Random to Samiopoula
15:41,34,24,08.05.2016,/,/,TT,1,8,8,0,0,/,1,0,0,0,0,0,1,1TM,NA,100,60,/,NEU,NA,/,SP,"TR,D",2L,TR,,Random to Samiopoula
15:52,34,24,08.05.2016,/,/,TT,1,8,8,0,0,/,1,0,0,0,0,0,1,1TM,NA,500,300,/,NEU,NA,/,FR,TR,10L,TR,,Random to Samiopoula
15:58,34,24,08.05.2016,/,/,TT,1,8,8,0,0,/,1,0,0,0,0,0,1,1TF,NA,50,120,/,NEU,NA,NA,SP,D,/,TR,,Random to Samiopoula
16:49,35,25,17.05.2016,37.669011,26.94292,DD,1,10,10,0,0,/,0,0,0,0,0,0,0,/,/,40,90,/,NEU,NA,/,SP,TR,1L,TR,,Random to Samiopoula
16:54,35,25,17.05.2016,/,/,DD,1,10,10,0,0,/,0,0,0,0,0,0,0,/,/,100,270,/,POS,NA,/,SP,Mi,6L,Mi,,Random to Samiopoula
16:59,35,25,17.05.2016,/,/,DD,1,10,10,0,0,/,0,0,0,0,0,0,0,/,/,150,90,/,NEU,NA,/,SP,So,/,So,,Random to Samiopoula
17:04,35,25,17.05.2016,/,/,DD,1,10,10,0,0,/,0,0,0,0,0,0,0,/,/,50,90,/,POS,NA,NA,SP,"TR,D",/,TR,,Random to Samiopoula
17:09,35,25,17.05.2016,/,/,DD,1,10,10,0,0,/,0,0,0,0,0,0,0,/,/,100,210,/,NEU,NA,NA,SP,"TR,D",/,TR,,Random to Samiopoula
17:41,36,26,20.05.2016,37.668219,26.955197,DD,1,12,12,0,0,/,0,0,0,0,0,0,0,/,/,400,30,/,POS,NA,/,SP,TR,6L,TR,,Random to Samiopoula
17:46,36,26,20.05.2016,/,/,DD,1,12,12,0,0,/,0,0,0,0,0,0,0,/,/,0,0,/,POS,NA,/,LI,S,BR,S,,Random to Samiopoula
16:48,37,27,24.05.2016,37.434112,26.940815,DD,1,5,5,0,0,/,0,0,0,0,0,0,0,/,/,40,90,/,NEU,f,/,LI,TR,3FL,TR,,Ferry to Lipsi
18:08,40,28,02.06.2016,37.473191,26.782892,DD,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,200,90,/,POS,NA,/,SP,Mi,"1BR,1FL",Mi,,Random to Lipsi
18:14,40,28,02.06.2016,/,/,DD,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,40,60,/,NEG,NA,/,SP,"S,D",3FL,S,,Random to Lipsi
18:19,40,28,02.06.2016,/,/,DD,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,80,30,/,NEU,NA,/,SP,Re,1FL,Re,,Random to Lipsi
17:32,41,29,06.06.2016,37.675906,26.96965,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,0,0,/,POS,NA,/,SP,S,1BR,S,,Random to SE Samos
17:38,41,29,06.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,100,330,/,POS,NA,/,SP,SU-F,4B,F,,Random to SE Samos
17:45,41,29,06.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,50,330,/,POS,NA,/,SP,SU-F,2B,F,,Random to SE Samos
17:51,41,29,06.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,300,30,/,NEU,NA,/,SP,SU-F,/,F,,Random to SE Samos
17:59,41,29,06.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,0,0,/,POS,NA,/,SP,SU-F,6B,F,,Random to SE Samos
18:04,41,29,06.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,30,120,/,POS,NA,/,SP,SU-F,"1BR,5L",F,,Random to SE Samos
18:09,41,29,06.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,10,330,/,POS,NA,/,SP,S,2L,S,,Random to SE Samos
18:14,41,29,06.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,10,330,/,POS,NA,/,SP,SU-F,/,F,,Random to SE Samos
18:20,41,29,06.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,100,330,/,NEU,NA,/,SP,SU-F,"2FL,1BR",F,,Random to SE Samos
18:48,41,30,06.06.2016,/,/,DD,1,10,10,0,0,/,0,0,0,0,0,0,0,/,/,50,330,/,POS,NA,/,SP,SU-F,"1BR,5L",F,,Random to SE Samos
16:31,42,31,11.06.2016,NO GPS,NO GPS,DD,1,5,5,0,0,/,0,0,0,0,0,0,0,/,/,200,270,/,POS,NA,/,FR,TR,/,TR,,Random to SE Samos
16:40,42,32,11.06.2016,NO GPS,NO GPS,DD,1,12,12,0,0,/,1,1,0,0,0,0,0,1SF,NA,10,330,/,POS,NA,/,SP,TR,/,TR,,Random to SE Samos
16:47,42,32,11.06.2016,/,/,DD,1,12,12,0,0,/,1,1,0,0,0,0,0,1SF,NA,50,60,/,NEU,NA,/,SP,SU-F,/,F,,Random to SE Samos
16:52,42,32,11.06.2016,/,/,DD,1,12,12,0,0,/,1,1,0,0,0,0,0,1SF,NA,20,90,/,NEU,NA,/,SP,SU-F,/,F,,Random to SE Samos
16:58,42,32,11.06.2016,/,/,DD,1,12,12,0,0,/,1,1,0,0,0,0,0,1SF,NA,30,90,/,NEU,NA,/,SP,Re,/,Re,,Random to SE Samos
18:19,42,33,11.06.2016,NO GPS,NO GPS,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,500,180,/,POS,NA,/,SP,SU-F,/,F,,Random to SE Samos
18:24,42,33,11.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,0,0,/,POS,NA,/,SP,SU-F,/,F,,Random to SE Samos
18:29,42,33,11.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,0,0,/,POS,NA,/,SP,SU-F,/,F,,Random to SE Samos
18:34,42,33,11.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,0,0,/,POS,NA,/,SP,SU-F,/,F,,Random to SE Samos
18:39,42,33,11.06.2016,/,/,DD,1,8,7,1,0,/,0,0,0,0,0,0,0,/,/,0,0,/,NEU,NA,/,SP,SU-F,/,F,,Random to SE Samos
7:45,45,34,28.06.2016,37.629211,26.893961,DD,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,100,60,/,NEU,NA,/,UND,SU-F,/,F,,Random to Marathokampos Bay
7:50,45,34,28.06.2016,/,/,DD,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,30,270,/,NEU,NA,/,SP,SU-F,/,F,,Random to Marathokampos Bay
7:55,45,34,28.06.2016,/,/,DD,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,70,330,/,NEU,NA,/,SP,SU-F,/,F,,Random to Marathokampos Bay
9:22,45,35,28.06.2016,NO GPS,NO GPS,DD,1,8,8,0,0,/,0,0,0,0,0,0,0,/,/,100,300,/,NEU,NA,/,SP,TR,1L,TR,,Random to Marathokampos Bay
